Tree,Canker,DateInfected,Site,Height,Plot,TRT,Area,2012Code,CODE2012,2012V,2012Euro,2012COLI,2012Tricho.,2012Didym.,2012Botryo,2012Penic.,2012Pest.,2012Epico,2012Paraco.,2012#3 Dothiorella,2012Umbel.,2012Unknow,2012VC,2012Rating,CODE2011,2011V,2011Euro,2011COLI,2011Cont.,2011VC,2011Rating,CODE2010,2010V,2010Euro,2010COLI,2010Cont.,2010VC,2010Rating,CODE2009,2009V,2009Euro,2009COLI,2009Cont.,2009VC,2009Rating,Rating2008,CODE2007,"n/no/o,n/o",Living(1)Dead(0),VC07VC,V2007,Euro,COLI,Cont.,Rating07Canker,CODE2006,Living(1)Dead(0),VC06 VC,V2006,Euro,COLI,Cont.,Rating06,CODE2005,Living(1)Dead(0),TrtPlot,Tree05Trt,Canker05Trt,Status2005,VC05 VC,V2005,Euro,COLI,Cont.,Rating05Canker,CODE2004,Tree04Trt,Canker04Trt,Status2004,Compat04 VC,04V,04 Euro,04 COLI,04 Cont.,Rating04Canker,Tree03Trt,Canker03Trt,Compat03 VC,Status2003,03V,03 Euro,03 COLI,03 Cont.,Rating03Canker,Compat02 VC,Status2002,02V,02 Euro,02 COLI,02 Cont.,02 Trich,RatingCanker,Compat01 VC,Status2001,01V,01 Euro,01 COLI,01 Cont,01 Tricho,RatingCanker,Compat2000 v-c,Status2000,00 V,00 Euro,00 COLI,00 Cont,00 Trich,RatingCanker,Compat.99 v-c,Status1999,99V1999,99 Euro,99 COLI,99 Cont,99 Trich,RatingCanker,Status1998,98V1998,98 Euro,98 COLI,98 Contam.,Rating98 Canker,Status1994,94 V,94 COLI1994,94 Cont.,Status1995,95 V,95 COLI1995,95 Cont.,Status1996,96 V1996,96 COLI,96 Cont.,96 Euro,1997Status,97 V1997,97 COLI,97 Euro,97 Cont.,NANA,NANA,,,NANA
27,21,Jul-98,Bock.,8,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,NS,,1,,,,,,,NS,1,,,,,,,12,1,1,,,ns,,,,,,,12,1,,ns,,,,,,,,,,,,,,,,,1,0,10,0,0,2,3,,NS,,,,,,1,,0,,,,,,,,0,,,,,,,2,0,4,0,8,1,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
27,22,May-99,Bock.,28,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,12,1,1,,,ns,,,,,,,12,1,,ns,,,,,,,,,,,,,,,,,ns,,,,,,3,,NS,,,,,,,,0,,,,,,,1,2,12,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
27,23,1-May,Bock.,5.5,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,12,2,1,1,0,4,0,8,1,12,1,1,3,2,1,6,3,12,1,1,1,0,2,1,3,4,0,5,1,12,1,0,2,14,1,5,0,6,1,,,,,,,,,,1,1,8,3,0,1,0,4,,2,0,7,0,5,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
27,24,1-May,Bock.,5,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,NS,,1,,,,,,,NS,1,,,,,,,12,1,1,,,ns,,,,,,,12,1,0,2,,0,7,0,5,1,,,,,,,,,,1,1,1,4,0,6,1,4,1,2,1,11,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
27,25,1-May,Bock.,8,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,NS,,1,,,,,,,NS,1,,,,,,,12,1,1,,,ns,,,,,,,12,1,,ns,,,,,,,,,,,,,,,,,m,,,,,,4,,2,0,11,0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
27,26,1-May,Bock.,8,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,NS,,1,,,,,,,NS,1,,,,,,,12,1,1,,,ns,,,,,,,12,1,,ns,,,,,,,,,,,,,,,,1,1,4,1,0,6,1,4,,NS,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
27,28,4-Jun,Bock.,6,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,NS,,1,,,,,,,NS,1,,,,,,,12,1,1,1,0,2,1,2,8,0,2,1,12,1,0,2,,0,11,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
27,29,7-May,Bock.,2,4,1,1,0,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,ns,,,,,,,1,12,2,1,,2,3,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
29,1,Jun-92,Bock.,1,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,1,,,,,,,,,,,ns,,,,,,,,NS,,,,,,1,,0,,,,,,,1,1,1,2,5,4,0,3,1,0,2,3,7,1,1,2,2,0,1,2,3,7,1,5,2,5,0,1,3,3,1,5,NA,NA,,,NA
29,2,Jun-92,Bock.,9.5,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,1,1,2,3,1,6,0,1,1,1,1,5,2,4,0,1,,0,,,,,,,1,1,1,5,1,5,0,,1,3,0,4,5,1,,,,,,,,,1,5,3,4,0,1,0,7,1,4,NA,NA,,,NA
29,3,Jun-92,Bock.,13,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,1,1,3,5,0,4,0,2,1,1,8,3,0,1,0,2,,0,,,,,,,,0,,,,,,2,1,2,1,5,3,1,1,2,0,2,1,3,6,3,1,0,10,1,1,1,3,4,1,4,NA,NA,,,NA
29,4,Jun-92,Bock.,5,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,3,1,,0,1,1,10,1,,,,,,,,,,1,1,2,6,0,4,0,2,,1,0,8,2,2,0,2,,0,,,,,,,1,1,0,5,0,5,2,2,1,3,5,3,2,2,1,0,0,4,1,9,3,0,1,3,6,3,0,1,3,2,4,3,NA,NA,,,NA
29,5,May-93,Bock.,4,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,3,1,,0,8,2,2,,,,,,,,,,,1,1,5,6,1,0,0,2,0,1,1,2,0,8,1,2,,0,,,,,,,1,1,1,2,3,6,0,2,1,4,2,0,6,1,1,4,0,0,1,10,2,0,1,6,4,0,1,1,1,6,0,5,NA,NA,,,NA
29,6,May-93,Bock.,10,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,1,1,2,2,2,6,0,2,1,1,2,2,6,0,2,1,,0,,,,,,,1,1,0,8,0,4,0,2,1,2,1,1,8,2,,,,,,,,,,,,,,1,2,2,5,3,NA,NA,,,NA
29,7,May-93,Bock.,2,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,3,1,1,3,4,0,5,1,,,,,,,,,,1,1,2,6,0,0,4,1,1,1,3,3,0,6,0,1,,0,,,,,,,1,1,0,4,5,2,1,2,1,2,0,0,10,3,,,,,,,,,,,,,,1,3,3,3,3,NA,NA,,,NA
29,8,Jun-94,Bock.,0.25,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,3,1,1,2,1,1,8,1,,,,,,,,,,1,1,5,0,2,3,2,1,1,1,2,0,7,3,0,1,,0,,,,,,,,0,,,,,,,1,0,1,5,6,1,2,5,0,0,1,3,3,6,1,0,3,7,2,1,2,2,3,5,NA,NA,,,NA
29,9,Jun-94,Bock.,0.25,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,m,,,,,,1,,,,,,,,,,1,1,3,1,2,6,0,1,1,1,3,3,0,6,0,1,,0,,,,,,,,0,,,,,,,1,2,2,0,8,1,2,2,0,2,1,6,2,4,1,5,2,5,0,,,,,,NA,NA,,,NA
29,10,Jun-94,Bock.,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,2,4,0,0,1,6,5,1,1,4,5,3,0,1,1,2,2,7,NA,NA,,,NA
29,11,Jun-94,Bock.,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,,,,,,,0,,,,,,,1,1,0,6,0,6,0,,,,,,,,2,4,0,0,1,4,7,1,1,5,0,1,6,1,4,2,0,6,NA,NA,,,NA
29,12,Jun-95,Bock.,3.5,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,3,1,1,2,4,1,5,1,,,,,,,,,,,m,,,,,,2,,m,,,,,,2,,0,,,,,,,,0,,,,,,,1,0,3,1,8,2,,,,,2,12,0,0,1,2,0,9,1,1,3,0,7,2,NA,NA,,,NA
29,13,Jun-95,Bock.,9,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,3,1,1,1,1,2,8,1,,,,,,,,,,0,1,5,5,0,2,0,2,1,1,6,3,1,0,2,3,,0,,,,,,,,0,,,,,,,1,2,0,8,2,2,,,,,2,4,0,8,1,3,6,3,0,1,3,4,0,5,NA,NA,,,NA
29,14,Jun-95,Bock.,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,2,11,0,1,1,1,7,2,2,,,,,,NA,NA,,,NA
29,15,Jun-95,Bock.,12,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,1,1,4,1,0,6,0,1,1,1,3,4,1,3,1,1,,0,,,,,,,1,1,1,2,3,5,1,1,1,2,0,5,5,1,,,,,2,1,6,5,1,0,7,5,0,1,1,6,2,3,NA,NA,,,NA
29,16,Jun-95,Bock.,9.5,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,1,1,1,4,3,4,0,3,,1,0,5,5,2,0,1,,0,,,,,,,,0,,,,,,,1,1,0,6,5,,,,,,2,9,2,1,1,1,7,2,2,1,3,3,3,3,NA,NA,,,NA
29,17,Jun-95,Bock.,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,1,1,4,6,0,2,0,1,,NS,,,,,,,,0,,,,,,,1,1,0,9,0,2,1,2,1,0,9,0,3,2,,,,,2,12,0,0,,,,,,1,3,1,8,0,NA,NA,,,NA
29,18,Jun-95,Bock.,13,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,,m,,,,,,2,,1,0,8,0,4,0,1,,0,,,,,,,,0,,,,,,,1,1,5,2,4,2,,,,,2,8,0,4,1,7,0,1,4,1,3,0,8,1,NA,NA,,,NA
29,19,Jun-96,Bock.,,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,3,1,1,4,0,0,8,1,,,,,,,,,,,1,7,1,2,2,0,1,1,1,7,0,1,4,0,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2,0,7,0,5,,,,,,NA,NA,,,NA
29,20,Jun-96,Bock.,6,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,3,1,1,3,3,1,5,1,,,,,,,,,,,m,,,,,,2,,NS,,,,,,2,,0,,,,,,,,0,,,,,,,1,1,1,0,10,2,,,,,,,,,2,5,2,3,2,1,7,0,3,2,NA,NA,,,NA
29,21,Jun-97,Bock.,35,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,1,5,3,0,4,3,,,,,,,,,,,,,,2,10,0,0,2,NA,NA,,,NA
29,22,Jun-97,Bock.,30,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,1,1,4,0,7,3,,,,,,,,,,,,,,2,10,0,0,2,NA,NA,,,NA
29,23,Jun-97,Bock.,20,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,1,0,12,0,0,3,,,,,,,,,,,,,,2,12,0,0,0,NA,NA,,,NA
29,24,Jun-97,Bock.,15,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,14,0,2,,,DEAD,,,,,,,14,0,,ns,,,,,,,,,,,,,,,,1,1,1,3,0,8,0,4,1,1,5,0,2,5,0,3,,0,,,,,,,,0,,,,,,,,,,,,2,,,,,,,,,,,,,,2,11,0,0,1,NA,NA,,,NA
29,25,Jul-98,Bock.,high,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,15,0,2,,,DEAD,,,,,,,15,0,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,,,,,,,0,,,,,,,1,1,2,4,0,6,0,,2,2,6,0,4,1,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
29,26,Jul-98,Bock.,high,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,15,0,2,,,DEAD,,,,,,,15,0,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,,,,,,,0,,,,,,,1,1,1,1,0,10,0,,2,3,6,0,3,1,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
29,27,Jul-98,Bock.,4,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,15,0,2,,,DEAD,,,,,,,15,0,,ns,,,,,,,,,,,,,,,,1,1,1,8,0,3,0,1,,2,0,9,0,3,0,1,,0,,,,,,,,1,,,,,,,2,0,0,0,12,4,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
29,28,2-May,Bock.,2.5,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,,,0,,,,,,,,0,,,,,,,15,0,2,,,DEAD,,,,,,,15,0,,ns,,,,,,,,,,,,,,,,,2,5,6,0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
34,1,Jun-92,Bock.,2.5,2,2,1,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,14,0,0,0,12,,1,1,14,1,1,1,2,0,0,10,1,14,1,1,8,3,0,7,2,14,1,2,2,2,1,1,6,1,0,5,1,14,2,2,1,,0,5,4,3,2,,,,,,,,,,,ns,,,,,,1,,NS,,,,,,1,,0,,,,,,,,1,0,0,0,0,12,1,1,1,0,0,11,1,1,1,3,0,1,1,0,11,1,2,0,10,0,1,2,0,0,10,NA,NA,,,NA
34,2,Jun-92,Bock.,2.5,2,2,1,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,14,,,,,,1,1,14,1,1,,,,,,1,14,1,,,,,,2,14,1,2,2,2,1,1,4,5,1,2,2,14,2,,m,,,,,,,,,,,,,,,,,ns,,,,,,1,,NS,,,,,,1,,0,,,,,,,,1,0,0,0,0,12,1,1,0,0,0,12,1,,,,,,,,,,,,,,1,4,0,0,8,NA,NA,,,NA
34,3,Jun-92,Bock.,2,2,2,1,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,14,,,,,,1,1,14,1,1,,,,,,,14,1,,,,,,2,14,1,2,2,2,1,,,,,,2,14,2,,m,,,,,,,,,,,,,,,,,1,0,0,0,12,0,1,,NS,,,,,,1,,0,,,,,,,,1,0,2,0,0,10,1,1,4,0,2,6,1,1,4,0,0,1,0,2,10,1,2,8,10,0,,,,,,NA,NA,,,NA
34,5,May-93,Bock.,16,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,1,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,m,,,,,,,,,,,,,,,,,ns,,,,,,2,,NS,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,1,0,0,4,1,2,0,10,1,2,1,9,0,1,2,7,0,3,NA,NA,,,NA
34,6,May-93,Bock.,1.5,2,2,1,0,,,,,,,,,,,,,,,,2,14,4,0,0,8,,2,,,,,,,,14,,,,,,1,1,14,1,1,,,,,,1,14,1,,,,,,2,14,1,2,2,2,1,,,,,,2,14,2,,m,,,,,,,,,,,,,,,,,m,,,,,,1,,m,,,,,,1,,0,,,,,,,,1,2,1,0,0,9,1,1,1,0,0,11,1,1,5,0,0,1,1,1,10,1,0,5,11,1,1,1,0,0,11,NA,NA,,,NA
34,7,May-93,Bock.,2.5,2,2,1,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,14,,,,,,1,1,14,1,1,,,,,,1,14,1,,,,,,2,14,1,2,2,2,1,,,,,,2,14,2,,m,,,,,,,,,,,,,,,,,m,,,,,,1,,m,,,,,,1,,0,,,,,,,,1,4,1,0,0,7,1,1,1,0,1,10,1,1,2,3,0,1,0,0,12,1,0,2,10,0,1,3,1,0,8,NA,NA,,,NA
34,8,May-93,Bock.,3,2,2,1,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,14,,,,,,1,1,14,1,1,,,,,,1,14,1,,,,,,2,14,1,2,2,2,1,,,,,,2,14,2,,ns,,,,,,,,,,,,,,,,,m,,,,,,1,,m,,,,,,1,,0,,,,,,,,1,2,1,0,0,9,1,1,2,0,0,10,1,1,2,2,0,1,2,0,10,1,0,0,12,0,1,4,1,0,7,NA,NA,,,NA
34,9,May-93,Bock.,16,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,1,1,1,7,0,4,0,,,NS,,,,,,,,0,,,,,,,,1,6,1,0,2,3,1,,,,,,,1,4,0,0,1,7,2,3,1,8,12,7,0,1,3,0,0,9,NA,NA,,,NA
34,10,May-93,Bock.,11,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,14,1,,,,,,2,14,1,2,,,ns,,,,,,,14,2,2,1,,0,0,0,12,1,,,,,,,,,,,ns,,,,,,,,1,11,0,0,1,0,4,,0,,,,,,,,0,,,,,,,1,1,0,4,7,1,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
34,11,May-93,Bock.,4,2,2,1,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,14,,,,,,1,1,14,1,1,,,,,,1,14,1,,,,,,2,14,1,2,2,2,1,,,,,,2,14,2,,m,,,,,,,,,,,,,,,,,m,,,,,,1,,m,,,,,,1,,0,,,,,,,,0,,,,,,,1,3,1,2,6,1,1,4,3,0,1,1,1,10,1,1,5,6,0,1,3,0,0,9,NA,NA,,,NA
34,12,May-93,Bock.,15,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,,ns,,,,,,2,1,1,12,0,0,0,0,,,0,,,,,,,1,1,6,3,0,3,0,,,,,,,,1,1,3,0,1,0,0,12,1,0,6,6,0,,,,,,NA,NA,,,NA
34,13,May-93,Bock.,15,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,,ns,,,,,,2,,m,,,,,,2,,0,,,,,,,,0,,,,,,,1,9,0,0,3,1,1,2,2,0,1,0,0,12,1,5,1,6,0,1,2,0,1,9,NA,NA,,,NA
34,14,May-93,Bock.,16,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,,m,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
34,15,May-93,Bock.,16,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,,m,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,1,1,1,2,1,2,0,10,1,0,1,11,1,1,0,0,0,12,NA,NA,,,NA
34,16,May-93,Bock.,16,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,,m,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
34,17,May-93,Bock.,35,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,,1,2,,,ns,,,,,,,,2,,ns,,,,,,,,,,,,,,,,,m,,,,,,,,NS,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,,NA
34,19,Jun-95,Bock.,15,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,1,1,7,4,0,1,0,2,1,1,10,0,0,2,0,2,,0,,,,,,,,0,,,,,,,1,4,1,0,7,1,,,,,2,5,0,7,,,,,,1,6,0,0,6,NA,NA,,,NA
34,21,Jun-95,Bock.,5.5,2,2,1,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,14,,,,,,1,1,14,1,1,,,,,,1,14,1,,,,,,2,14,1,2,2,2,1,,,,,,2,14,2,,m,,,,,,,,,,,,,,,,,m,,,,,,1,,m,,,,,,1,,0,,,,,,,,0,,,,,,,1,2,0,2,8,1,,,,,2,4,0,8,,,,,,1,0,1,0,11,NA,NA,,,NA
34,22,Jun-95,Bock.,48,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,15,1,2,,,ns,,,,,,,15,2,,ns,,,,,,,,,,,,,,,,1,1,1,0,0,11,0,1,,NS,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,2,5,0,7,1,3,0,9,0,,,,,,NA,NA,,,NA
34,23,Jun-97,Bock.,13,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,,ns,,,,,,,1,1,1,1,0,10,0,1,,0,,,,,,,,0,,,,,,,1,2,0,0,10,1,,,,,,,,,,,,,,2,3,0,0,9,NA,NA,,,NA
34,24,Jun-97,Bock.,5,2,2,1,0,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,14,1,0,0,11,1,1,1,14,1,1,,,,,,1,14,1,,,,,,2,14,1,2,2,2,1,,,,,,2,14,2,,m,,,,,,,,,,,,,,,,,m,,,,,,1,,m,,,,,,1,,0,,,,,,,,0,,,,,,,1,0,0,0,12,1,,,,,,,,,,,,,,2,9,0,0,3,NA,NA,,,NA
34,25,Jun-97,Bock.,60,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ns,,,,,,,,NS,,1,,,,,,,NS,1,,,,,,,14,1,2,,,ns,,,,,,,14,2,,ns,,,,,,,,,,,,,,,,1,1,2,5,0,5,0,1,1,1,4,2,0,6,0,2,,0,,,,,,,1,1,0,11,0,1,0,2,1,0,9,1,2,1,,,,,,,,,,,,,,2,12,0,0,0,NA,NA,,,NA
